,UUID,Graph,label,source,Cookies,secure,session,httponly,httponly session,no httponly session
3186,94c2def2-05e5-48a7-a025-c41b09b98837,True,1.0,PT,0,,,,,
3187,621616e1-97e1-4e36-a7c4-748c4e4952a4,True,1.0,PT,0,,,,,
3188,9694e9df-4524-40d3-8d7a-9413ecf7da03,True,1.0,PT,0,,,,,
3189,80eae236-c26a-43b3-98ae-ea6bcf934ab5,True,1.0,PT,0,,,,,
3190,94c39b0f-951f-4040-b57f-b28bbb06b1b0,True,1.0,PT,0,,,,,
3191,84b35074-c844-4a5a-811c-e81f704122f3,True,1.0,PT,0,,,,,
3192,91fc8d22-11ce-4d18-a154-49e62e7ae9b1,True,1.0,PT,0,,,,,
3193,68f0405e-6dd3-43d8-ae40-61facf6322e3,True,1.0,PT,0,,,,,
3194,a6359e3a-9c29-4fae-8347-391ff0aae403,True,1.0,PT,0,,,,,
3195,9e9bcdcb-ba1b-432d-840d-af3a22268562,True,1.0,PT,0,,,,,
3196,ad646fd0-fc82-4d16-a732-0060271809e7,True,1.0,PT,0,,,,,
3197,3ac52222-6d46-4c31-8065-eb8f8915fbcb,True,1.0,PT,0,,,,,
3198,0d45b063-65b6-4709-8726-cc326e862b67,True,1.0,PT,0,,,,,
3199,ab5c52b3-d3e3-4ffb-a484-be439b6f1c4d,True,1.0,PT,0,,,,,
3200,5761e7f7-62b6-4269-9a18-12d1e12379be,True,1.0,PT,0,,,,,
3201,756ac63c-dd61-425b-a267-90bb599cfdad,True,1.0,PT,0,,,,,
3202,2f132800-ddba-45d4-8532-9cc21a91e4c8,True,1.0,PT,0,,,,,
3203,75020e63-dbe2-4341-a948-bd90a19679bf,True,1.0,PT,0,,,,,
3204,9a14935f-c1fd-4d6f-89e6-3bed019ec994,True,1.0,PT,0,,,,,
3205,34feab45-c763-46b0-ac20-a2b7db6198ff,True,1.0,PT,0,,,,,
3206,946887fd-85c4-43dc-b47e-b42db4339033,True,1.0,PT,0,,,,,
3207,caedcd6d-fc9c-43cd-8540-ec13c21d747a,True,1.0,PT,0,,,,,
3208,f97ae0eb-9aa8-4aac-bbb7-c18ee26f6dc6,True,1.0,PT,0,,,,,
3209,8816b0e9-a6cf-4f59-a8ff-30269b9d7d6f,True,1.0,PT,0,,,,,
3210,bd5fb2db-bbc6-462d-b8c0-7a1100b8e123,True,1.0,PT,0,,,,,
3211,25716197-58c6-4a6f-ad6c-5b95859bd428,True,1.0,PT,0,,,,,
3212,da7e2744-adb2-4502-83c3-18d2bcf03df0,True,1.0,PT,0,,,,,
3213,78e9efeb-5cde-4d99-a23f-788a9eed67ab,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3214,3942ff6a-9cae-4654-872c-82400fd99e1d,False,1.0,PT,,,,,,
3215,8b87a488-78f6-42d0-b66e-904a15755f64,True,1.0,PT,0,,,,,
3216,41f6a84d-4fa3-454b-b8af-64085a7a1194,True,1.0,PT,0,,,,,
3217,fe9864c5-5118-4a8e-9ebc-30448e6eeeb9,True,1.0,PT,0,,,,,
3218,fd044063-4f58-4dee-805d-233dc9d86c8e,False,1.0,PT,,,,,,
3219,e4a19bd3-86a7-49ae-b573-b3d1c8aaaf54,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3220,61fb8885-c362-4b35-ac4b-7dc0cd0b9c97,False,1.0,PT,,,,,,
3221,c8f505f7-b7a4-4133-b1ea-2e7f0eecf861,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3222,e94be059-89e3-4d71-82c7-2e81db1465dc,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3223,b7f16974-6492-4f8f-8741-2ca6176fc010,True,1.0,PT,5,0.0,0.0,0.0,0.0,0.0
3224,16303cd3-8e8f-4895-924d-1ffb3ad4786c,True,1.0,PT,5,0.0,0.0,0.0,0.0,0.0
3225,1509cf88-2788-44a9-90b9-b67a92f115df,True,1.0,PT,0,,,,,
3226,6d325e5d-9545-43f3-975b-40f893a8a284,True,1.0,PT,0,,,,,
3227,956409ad-252a-4ad4-a5df-d9534a7541e9,True,1.0,PT,0,,,,,
3228,c61884eb-4853-49ab-a8e1-de3292aed01a,True,1.0,PT,2,0.0,1.0,0.0,0.0,1.0
3229,c4563738-2d7e-481b-a2f2-561cb2a4fdb9,True,1.0,PT,0,,,,,
3230,a6260e6e-d9ee-45d2-a4e4-cebe462e3c93,True,1.0,PT,5,0.0,0.0,0.0,0.0,0.0
3231,f0e94323-d92a-4bf4-9d50-3a8fd55392ac,True,1.0,PT,0,,,,,
3232,ce5b5592-b3c6-4e11-ad64-a2a33039c183,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3233,09df5f37-6ab9-4c42-86ed-bdcb4c2ca25b,False,1.0,PT,,,,,,
3234,162d5022-d6a5-458e-83f3-f64334bfcbd8,True,1.0,PT,1,0.0,0.0,0.0,0.0,0.0
3235,095d701a-44fb-4f12-a78f-53594ade5bdb,True,1.0,PT,0,,,,,
3236,6f76a63f-74be-49e9-8427-564a932aa58e,True,1.0,PT,0,,,,,
3237,2e4d3bb5-a3e0-4e70-b210-b2935d6785af,True,1.0,PT,0,,,,,
3238,74ea472f-b979-40c8-b296-71524a16962d,True,1.0,PT,0,,,,,
3239,03ae1e82-596e-4895-9142-c95601eca175,True,1.0,PT,0,,,,,
3240,7cbf021a-ee2e-44b4-9048-2b165e1f1752,True,1.0,PT,2,0.0,1.0,0.0,0.0,1.0
3241,3c71bd1c-388a-4f1a-a062-a6ff8b7bbe63,True,1.0,PT,1,0.0,0.0,1.0,0.0,0.0
3242,d7af451e-4f14-4fbd-9d72-d9e3ce8b83ad,True,1.0,PT,0,,,,,
3243,3d88497f-da43-4952-b41b-9128845064c5,True,1.0,PT,0,,,,,
3244,280b88ce-7afb-4369-97b5-7fb141244266,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3245,bb5111b7-5c26-4710-9211-986729ae9393,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3246,f68e7246-c3c9-4035-94c8-267ee24035dc,True,1.0,PT,5,0.0,0.0,0.0,0.0,0.0
3247,560b1c06-0d3d-478f-aa21-584adb6a5509,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3248,724e2b06-4806-40c6-b5fc-9e26025e9171,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3249,4a8cb000-1dbf-4fe3-9f14-27a5e1a8b7e8,True,1.0,PT,0,,,,,
3250,a92b84fd-3db1-4ed0-bbd3-bac0769160f6,True,1.0,PT,4,1.0,1.0,1.0,1.0,0.0
3251,27b9d5cc-40de-4d61-b810-5e5780b51f3b,True,1.0,PT,0,,,,,
3252,4b583c86-cf99-4aba-a0a4-8afb57b92647,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3253,142f37d4-2cce-49c9-9534-d768bc9e58b3,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3254,b2a32ad9-9160-4bfd-84aa-6ebc76aa080a,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3255,47b70fbb-1f0e-48da-ab75-d0765e07f926,True,1.0,PT,0,,,,,
3256,915ed2f3-031f-4f94-a96d-1248e215ab77,True,1.0,PT,0,,,,,
3257,e8147df2-0ddd-4e85-94ea-1abc567167ea,False,1.0,PT,,,,,,
3258,b8eda3ca-b14c-4c1f-8366-231266252e5a,False,1.0,PT,,,,,,
3259,2ae66618-cd07-407f-8bf2-3a8a6c10bec6,False,1.0,PT,,,,,,
3260,4580eea0-f914-4668-8bd5-bdc81b77299d,True,1.0,PT,0,,,,,
3261,7e07ab75-6733-405d-bc2c-f9b7c83222df,False,1.0,PT,,,,,,
3262,34b578d7-4037-4db1-8d25-345049e7766b,True,1.0,PT,2,0.0,1.0,2.0,3.0,0.0
3263,0b585296-5d3d-4b93-8c06-8a2fc6663ed5,True,1.0,PT,1,0.0,0.0,1.0,0.0,0.0
3264,2ffc41fd-2e69-4826-99d8-e26c9910aef1,True,1.0,PT,0,,,,,
3265,bd3e8a81-0101-4dc3-be35-2eb2a4978e11,True,1.0,PT,0,,,,,
3266,525127fa-f556-4874-b03b-7bb24ad23bc8,True,1.0,PT,0,,,,,
3267,46a34ff0-e286-42f3-93ef-8433fb3eaf78,True,1.0,PT,0,,,,,
3268,5cbe341d-b392-42ad-957a-3d3a27601366,True,1.0,PT,0,,,,,
3269,f61949df-990d-4097-b28b-b1ea78ea2b47,True,1.0,PT,0,,,,,
3270,96cdc4e8-42be-4e71-bf02-2f0873831d07,True,1.0,PT,0,,,,,
3271,70026b12-2d41-4065-9c78-3a42473347b4,True,1.0,PT,0,,,,,
3272,d875d80d-b763-4b11-a4ec-a1ffceeabee0,True,1.0,PT,0,,,,,
3273,70bc53cb-ac90-4dc5-a1c1-e578b70e794f,True,1.0,PT,0,,,,,
3274,78a7b228-97e4-482b-9d40-687dc1f8536e,True,1.0,PT,0,,,,,
3275,095fd0b2-1473-41f8-8dfc-a8821c744c92,True,1.0,PT,0,,,,,
3276,d37059bc-95a2-4273-ad1c-db2692928713,True,1.0,PT,0,,,,,
3277,07aff225-4b01-4d4a-aeff-a64b9ebb40f1,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3278,02d3ad6d-e66f-4cf4-adfd-866eff59654b,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3279,92a22194-b88c-4e7d-86bf-f36d0fb1e0a1,True,1.0,PT,0,,,,,
3280,0c415f73-571d-4a81-a820-1d74f48d5410,True,1.0,PT,0,,,,,
3281,5f590cbe-8200-4b7a-8efe-8e36a310e1d4,False,1.0,PT,0,,,,,
3282,906e3dae-2e1c-4c08-bf1f-7f51cd4c0b01,True,1.0,PT,1,0.0,0.0,0.0,0.0,0.0
3283,b08ec892-bd2c-4685-83c8-4a33f2867e60,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3284,c6f579e1-e58c-403c-8b12-2dd30379e664,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3285,341b3116-8afe-4001-943d-860bc4045994,True,1.0,PT,0,,,,,
3286,bd0cb732-d1a3-4ef3-9552-28c29f52a03c,False,1.0,PT,,,,,,
3287,2e38ec32-082d-4e31-8450-ec7c108f42db,True,1.0,PT,0,,,,,
3288,4de2bad1-f71d-4296-b6e3-e1cfa24c7a03,True,1.0,PT,0,,,,,
3289,c046dcb7-d47e-40c4-ad0d-46415e69e8c3,True,1.0,PT,0,,,,,
3290,8cf9c1bd-7156-4d21-80b9-fa28c67c1c6e,True,1.0,PT,0,,,,,
3291,c4792c1a-f2fd-494a-8b9d-997401569164,True,1.0,PT,0,,,,,
3292,6780a33c-c76d-4f86-9e62-480cd10d9e69,True,1.0,PT,0,,,,,
3293,7b1de243-ed1e-427f-8866-8f4de3d3adbd,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3294,c1019f2f-777a-4d16-a327-abbf4b56beea,True,1.0,PT,0,,,,,
3295,bd43c083-d291-4f3d-9e3c-26cf1631c032,True,1.0,PT,4,0.0,0.0,0.0,0.0,0.0
3296,0f83561b-8b12-4216-8469-7abe29a03934,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3297,26ce7cd7-071d-42b4-b994-359e25be91f5,True,1.0,PT,0,,,,,
3298,3be7ee24-2044-4a46-be5b-b8790027c5ab,True,1.0,PT,4,0.0,0.0,0.0,0.0,0.0
3299,53f84040-07a2-48a1-a761-64c65e1c6a9f,True,1.0,PT,0,,,,,
3300,fcd0ffb3-2d16-4b95-b413-733027aa47ca,False,1.0,PT,,,,,,
3301,02a2f7f2-d4d2-4794-86b7-206b75c82f2b,True,1.0,PT,0,,,,,
3302,cba2b584-1c91-47a4-8167-eea290e0ec60,True,1.0,PT,0,,,,,
3303,d9b2edae-7f33-45f0-a14d-b2c74eaa1c3d,True,1.0,PT,0,,,,,
3304,a2799901-b150-45ae-a75c-b4bf4691c298,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3305,9f4de5ad-49b1-4076-8b5d-9071e0448c26,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3306,2f67f94d-83c7-41ad-b958-205bfd770a42,False,1.0,PT,,,,,,
3307,e018c7b1-eb0e-4ee1-ab0e-77c89af988ca,True,1.0,PT,0,,,,,
3308,76a4bb6b-d0a8-42fa-afd0-af4db69df0e5,True,1.0,PT,0,,,,,
3309,f40c0270-8955-46ea-9d2d-8d9a5f5193cf,False,1.0,PT,,,,,,
3310,81d534c3-805b-43a2-b643-13af7de701ad,False,1.0,PT,,,,,,
3311,e509c9c0-a5bf-4d0b-b0bc-d78445e382ac,True,1.0,PT,0,,,,,
3312,46c3f599-30ea-4f77-998e-458425fa5e5b,True,1.0,PT,0,,,,,
3313,ec6b29f6-daec-408c-bc20-efc05dfcfd68,True,1.0,PT,0,,,,,
3314,5d17abc8-99f9-47aa-961a-d63412972058,True,1.0,PT,0,,,,,
3315,3bd9f79f-1d8c-456f-9aa8-368260a8095c,True,1.0,PT,0,,,,,
3316,f8686a84-68cc-4e08-9595-01cb3f72b64d,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3317,8e597638-896a-4df3-9140-d61c7166b5f1,True,1.0,PT,0,,,,,
3318,7545d3cf-78eb-48c7-a8ae-eed32f4eb7bd,True,1.0,PT,0,,,,,
3319,c487eb1d-1ed9-410f-873f-d3e1ee5dcdbc,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3320,8d030ae2-4dcc-44c6-8d9b-2955f410f639,True,1.0,PT,2,0.0,0.0,0.0,0.0,0.0
3321,6ff605e3-1c55-42b3-b6c8-c74b40b6440c,True,1.0,PT,0,,,,,
3322,aba224cf-cd61-47da-8dd8-1d9a6fe94fb6,True,1.0,PT,0,,,,,
3323,d3e57f66-5397-40eb-bba0-9a267adbc8b5,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3324,b748cfaf-d456-4408-88b2-0cb0aa2f6b8a,True,1.0,PT,0,,,,,
3325,7b4d7d8a-d19f-43ed-86c1-59e3a2b6c477,True,1.0,PT,0,,,,,
3326,e3a93eae-4222-469c-97b4-360806000587,True,1.0,PT,0,,,,,
3327,c8619b7e-ba25-479a-92b0-a354723f3831,True,1.0,PT,0,,,,,
3328,1a71e71d-608b-470b-8e77-67c69b6f6ba1,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3329,cc459369-7980-4d9f-a625-094fb064c475,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3330,2ea2ff41-8e27-4b56-8973-5bf4112e8eae,True,1.0,PT,2,0.0,1.0,0.0,0.0,2.0
3331,b9478dc4-f005-4430-87ca-2bd581527a2d,True,1.0,PT,0,,,,,
3332,f75bf391-cb40-4fc0-bae7-39eca2aa9904,False,1.0,PT,,,,,,
3333,d892c83f-0081-4b07-a121-42ef7915e78c,False,1.0,PT,,,,,,
3334,a601f22c-300d-4a64-b534-021aa798362c,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3335,b9270857-c435-48bf-a8d6-32f5914daee8,False,1.0,PT,,,,,,
3336,0a077dce-fd55-4b25-bde9-eb8cb911792b,False,1.0,PT,,,,,,
3337,f7c768ae-648c-431c-972f-36ea8afb82cd,False,1.0,PT,,,,,,
3338,1d935323-e855-4fd9-9a53-d68248bcc44e,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3339,636034b8-867b-4b82-975e-dcec23faf97c,True,1.0,PT,0,,,,,
3340,2e7e31d3-0913-484a-b348-2698f31276d1,True,1.0,PT,0,,,,,
3341,bbcbb207-c784-4272-ac16-00e0ce760669,True,1.0,PT,0,,,,,
3342,617322c3-429c-4980-869e-e5fdec338cca,False,1.0,PT,,,,,,
3343,42818790-c604-4766-a26b-4b394dd54cf4,True,1.0,PT,0,,,,,
3344,03d2f839-bb37-487d-9eaf-ab90467fa54a,True,1.0,PT,0,,,,,
3345,519ea688-8e72-4d0e-8859-65be663182f6,True,1.0,PT,0,,,,,
3346,52200162-e3ab-4edb-a4a9-a24d770f3946,True,1.0,PT,0,,,,,
3347,013b1ca3-a4ae-4d58-a4ca-e8d9440c7c48,True,1.0,PT,0,,,,,
3348,169ce7db-8ffb-41f1-b23b-344a7499d62f,True,1.0,PT,0,,,,,
3349,9f03a4cd-fc74-434a-b949-5d9547b89e4f,True,1.0,PT,5,0.0,0.0,0.0,0.0,0.0
3350,b07a743a-d2c1-4876-875e-d893d7305212,True,1.0,PT,5,0.0,0.0,0.0,0.0,0.0
3351,a9a6790e-ebb2-40cf-af03-f67957241d12,True,1.0,PT,0,,,,,
3352,f1e8081c-b581-4f91-bdc3-7c123a5e7a33,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3353,547a83a8-f24f-44fe-b681-eb3684e396c4,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3354,6ccb9c50-beb4-424a-b393-859317edded5,True,1.0,PT,2,0.0,1.0,0.0,0.0,1.0
3355,147c15a8-1b06-44a9-821b-edd8fad9858c,True,1.0,PT,2,0.0,1.0,0.0,0.0,1.0
3356,356eafca-1483-4297-9622-2f6f6871dc01,True,1.0,PT,3,0.0,1.0,0.0,0.0,1.0
3357,72244a28-f688-4323-a658-95048d73b4e9,True,1.0,PT,0,,,,,
3358,d82c6184-3005-4db2-9e01-824ce7a7adc1,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3359,7a87dd39-e853-4bc6-928a-f6c2d6c0c55f,True,1.0,PT,1,0.0,0.0,1.0,0.0,0.0
3360,eeff8bc6-098b-443e-981d-f06fce135a59,True,1.0,PT,0,,,,,
3361,9ba6e3b6-45da-492b-bb34-c117c2082d92,True,1.0,PT,0,,,,,
3362,27dcede8-e12a-492b-b7a3-4f82f3cd66bf,True,1.0,PT,0,,,,,
3363,f88f7fd4-3786-4d84-9b5a-4301269740f9,True,1.0,PT,1,1.0,0.0,1.0,0.0,0.0
3364,c477d4d4-af32-47eb-8940-786997972d7d,True,1.0,PT,0,,,,,
3365,fc2ab348-4d87-472d-8917-ef36ca49b1f2,False,1.0,PT,,,,,,
3366,5f012f05-53b5-44f5-bc8c-af788a855853,True,1.0,PT,2,1.0,1.0,0.0,0.0,1.0
3367,40ec3cde-037e-496a-9ccc-f3b5eb72c9ef,False,1.0,PT,,,,,,
3368,51843b5f-a6d8-4782-8578-67b1ffccb420,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3369,3281ec8a-5611-4233-9f20-0cac83ee163f,True,1.0,PT,2,2.0,2.0,0.0,0.0,2.0
3370,3c9b435c-e5e4-4205-b515-9a187787914a,True,1.0,PT,2,2.0,2.0,0.0,0.0,2.0
3371,5f8597ba-0e62-4d28-b060-0ee077685b97,True,1.0,PT,0,,,,,
3372,ea863fa3-85cb-44d9-934e-3b7d8ea27ea9,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3373,d360eb78-aa4b-45b7-a5c6-6ce74642c10e,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3374,75719748-035e-4d43-a4bc-49fb73cb34cf,True,1.0,PT,0,,,,,
3375,60cffbe9-a096-4e76-8ff1-040d4e606ac7,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3376,47be4dc0-4314-4f5d-af51-5ba634c6eff3,True,1.0,PT,0,,,,,
3377,9699af0c-0f02-415f-92b2-ac79b20ad993,True,1.0,PT,4,0.0,0.0,0.0,0.0,0.0
3378,13f06027-7fcd-4d0f-9841-081b754a7bc4,True,1.0,PT,0,,,,,
3379,47d8dcfd-8752-4919-bdbb-f458da66ef9d,True,1.0,PT,0,,,,,
3380,13f42f1e-381b-485e-ae38-a290b088dbcc,True,1.0,PT,0,,,,,
3381,4c32c253-04f5-4b2a-b04c-8e72435d72f2,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3382,ef80d818-907f-464f-8010-404545297bdd,True,1.0,PT,0,,,,,
3383,df1ad5be-fd99-4e92-bce0-06016f6eff3e,True,1.0,PT,0,,,,,
3384,e5393350-38ff-4c6a-9b20-79a446c855ea,True,1.0,PT,0,,,,,
3385,9b19d1e7-f9a6-4de4-818a-2706b58985a2,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3386,af7db50e-4464-43d4-b5e0-314299b12c0f,True,1.0,PT,0,,,,,
3387,f60da9b9-2f13-45fa-b7e7-2e7f5b316fb3,True,1.0,PT,1,0.0,0.0,0.0,0.0,0.0
3388,22b58f47-8f4c-4088-b320-4aa920829e81,True,1.0,PT,0,,,,,
3389,1a310246-7b0e-432e-bec8-6ad672813c41,True,1.0,PT,0,,,,,
3390,9c06d242-56a0-41a2-b444-78b844f3fca4,True,1.0,PT,,,,,,
3391,59921995-7df6-4670-b3fb-993e03e2fa39,True,1.0,PT,2,1.0,1.0,0.0,0.0,1.0
3392,73c1d3c1-8dc6-486f-b2a8-fd208d13382e,True,1.0,PT,0,,,,,
3393,fa33fdea-d4ae-4031-b7f4-fcabc1ff6eb0,False,1.0,PT,,,,,,
3394,65d51d64-aae7-41d7-82dd-f077fcb531a7,True,1.0,PT,2,0.0,1.0,2.0,3.0,0.0
3395,2ca962bf-f9c2-4bff-b67e-cd71b9036f49,True,1.0,PT,2,2.0,0.0,2.0,0.0,0.0
3396,07740c08-9328-4790-a2f3-07f31878cc31,True,1.0,PT,0,,,,,
3397,749ed690-ec17-424c-a0e9-d100ef911352,True,1.0,PT,0,,,,,
3398,d207acc3-5f57-44d8-9f79-3bf1d1e3ef3a,True,1.0,PT,3,2.0,1.0,2.0,3.0,0.0
3399,05d652ac-0690-4d9b-aa88-881a7ce01419,True,1.0,PT,2,0.0,1.0,2.0,3.0,0.0
3400,19e04e49-b0fc-4898-a29e-bb8b91874e03,True,1.0,PT,0,,,,,
3401,acb9b583-122a-4ce4-9dca-b73ab3f4b752,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3402,de583a93-039f-47e1-88ff-84258cd0afa2,True,1.0,PT,0,,,,,
3403,35ba5721-7ee3-423d-8c88-d9a6e9005b62,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3404,466953f8-d706-4a4e-ac55-22137b641349,False,1.0,PT,,,,,,
3405,7ae5dc8f-a0a9-41b1-8b3a-85bf60031f7a,False,1.0,PT,,,,,,
3406,1ca586ab-bf24-4020-9175-003148bec82d,False,1.0,PT,,,,,,
3407,19fef9a5-bbe9-4efd-b106-72d44c2c77f3,True,1.0,PT,0,,,,,
3408,f759ec9d-1263-4db3-92be-8f4f1829a7e2,False,1.0,PT,,,,,,
3409,dde509bd-7fcf-47bd-bcd4-b978ad4b4fec,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3410,a3e74628-5115-4958-8ed0-610f860735ad,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3411,f8ff9b21-9970-442f-ae63-7c60ab09d37d,True,1.0,PT,8,2.0,1.0,2.0,5.0,0.0
3412,54511fc6-e114-4c6b-8d5a-1d9667f04afe,True,1.0,PT,2,1.0,0.0,1.0,0.0,0.0
3413,8ab0beed-3486-4fa0-a508-cb7252f83d8d,False,1.0,PT,,,,,,
3414,4c075713-b80b-4294-80b7-9984c94b28e1,True,1.0,PT,0,,,,,
3415,193fbcff-af81-4f39-a055-6909b8e72d4b,False,1.0,PT,,,,,,
3416,f17b274b-6627-4d6a-a62e-dc58e51fd7ff,False,1.0,PT,,,,,,
3417,b804f381-d83c-494e-8d14-9137a47131ec,True,1.0,PT,0,,,,,
3418,bea4d80b-513e-4923-8908-08655af3b8e7,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3419,400872fa-c87a-419f-8cdd-c644be41d336,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3420,3b1d059f-b8c8-47ff-9f1e-3775541d48b1,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3421,3a1e6041-0c1a-4cef-aea9-19e417aed72e,False,1.0,PT,,,,,,
3422,154a9d69-04ba-4e0b-8743-b32cdf59e322,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3423,64fa1d2f-0a05-4d89-a9f7-8aa2fcc04ba4,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3424,75667d9b-f251-464a-ba28-884278bf0879,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3425,56df2b0e-ac01-418f-8eb9-ba1518fe515e,True,1.0,PT,0,,,,,
3426,5b75d2a9-a182-491d-a98e-771fbd850fd7,True,1.0,PT,0,,,,,
3427,849ec0e0-71f0-4993-a1c9-b99e81fa75a2,False,1.0,PT,,,,,,
3428,0823144e-44e2-4150-9291-18d1ae12b161,True,1.0,PT,0,,,,,
3429,24390400-e4d7-4d90-a3a4-1e81767d95fe,True,1.0,PT,0,,,,,
3430,052b3520-af92-49c0-824e-5e6729adaa70,True,1.0,PT,0,,,,,
3431,45898cc4-850f-4fe9-b58c-fb6bc474f172,True,1.0,PT,0,,,,,
3432,7db3eb67-1d42-425b-8941-053b21df3a71,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3433,936261d4-0d00-4d2a-8e8b-20c22bee9564,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3434,8ba73276-3d2d-4ecc-b8f5-31a423138ddd,False,1.0,PT,,,,,,
3435,796d336e-8d96-40b3-8fcf-4bf9eb84ff47,True,1.0,PT,0,,,,,
3436,f9cf609f-074f-454f-b840-a9564d814a06,True,1.0,PT,0,,,,,
3437,f16a447a-a616-4ef8-8a4d-b8134cba2601,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3438,c509472f-a2de-45e9-b82b-8335cbb712d5,True,1.0,PT,0,,,,,
3439,5f9a7c8a-8bdc-4a18-8e21-73ff7d270b18,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3440,04415884-bb93-4e33-9e2d-31e214ff6c18,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3441,4d723db6-07c5-4f00-b1be-6baa6a03a968,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3442,2c1cb43f-68a7-497e-96c5-671233462a19,True,1.0,PT,0,,,,,
3443,c281dd69-c385-4016-8682-de149ba8be4f,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3444,455bb35e-662e-4eac-90c6-319304076095,True,1.0,PT,0,,,,,
3445,68d7e7f6-4cb5-4dac-b531-9cb109fb8306,True,1.0,PT,0,,,,,
3446,39a46bf9-d3e1-4764-a12f-dc42ea8aa323,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3447,045f50c9-c564-4856-84b4-5e3ab17b9dbf,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3448,792b2e32-9f6c-47e6-a2ee-dc747e9e97a8,True,1.0,PT,8,8.0,4.0,6.0,24.0,0.0
3449,bcf56ff3-9c0c-4840-bd80-0800d610f383,True,1.0,PT,0,,,,,
3450,0d11bc2a-a6b9-401d-80c4-3b199acf18b6,True,1.0,PT,0,,,,,
3451,4d26ad42-101f-4a08-abb8-21ba56c73433,False,1.0,PT,,,,,,
3452,09139989-1da4-469f-aad8-d869fdfaa1f8,False,1.0,PT,,,,,,
3453,9bd81898-23f0-43b6-9941-9b057dc45b39,False,1.0,PT,,,,,,
3454,ad1966d6-16a3-4725-9cd4-d20291865dba,True,1.0,PT,0,,,,,
3455,c5caae1c-784c-4221-b716-39eed7df4406,True,1.0,PT,0,,,,,
3456,4e6b8586-e805-454e-86d8-7f9de42b10b4,True,1.0,PT,1,0.0,1.0,0.0,0.0,1.0
3457,4f0020bb-b984-4cc9-8e45-770bf02f75e8,True,1.0,PT,0,,,,,
3458,738d9501-adb8-4118-97b8-212bdfbbdfbc,True,1.0,PT,1,0.0,0.0,1.0,0.0,0.0
